energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.635,0.121,128.133,0.0326,0.129,0.0,4,0.44,11,207095,-6.385,0.327,1,audio_features,spotify:track:1ahVFh0ViDZr8LvkEVlq3B
0.621,0.144,133.014,0.0605,0.00403,0.0,4,0.717,11,248560,-7.588,0.72,0,audio_features,spotify:track:6ukvsBzq4d1vBsAUmz7ZVt
0.603,0.119,132.063,0.0475,0.397,0.0,4,0.679,5,184262,-8.439,0.644,1,audio_features,spotify:track:1OME8lYglnu8vH79s98vIS
0.807,0.255,99.989,0.0529,0.13,0.0,4,0.614,10,200987,-3.405,0.427,0,audio_features,spotify:track:4Wg7VfvO7NVG57R8cSPDQG
0.209,0.119,169.316,0.223,0.587,0.0,4,0.453,11,237020,-11.917,0.216,1,audio_features,spotify:track:49MMefftWPcltNP4OOJGSs
0.78,0.146,130.926,0.0351,0.464,1.09e-06,4,0.833,6,219640,-3.153,0.93,0,audio_features,spotify:track:5Qn56ssVeZJfNwDCme7Eo0
0.897,0.264,107.78,0.0393,0.0431,0.0,4,0.677,2,210267,-5.458,0.828,1,audio_features,spotify:track:7Apo6o7oxgFyXaSmdx6NHN
0.752,0.0813,175.997,0.0561,0.241,4.51e-05,4,0.673,2,201818,-3.572,0.797,0,audio_features,spotify:track:6v0lAdFF4haL8xjBIUjtOw
0.801,0.49,124.068,0.0834,0.0715,0.0,4,0.469,5,164797,-5.635,0.425,1,audio_features,spotify:track:0nxYyX5PIHJqF4VSb4CIFV
0.6,0.117,147.059,0.154,0.166,0.0,4,0.613,8,223543,-7.097,0.532,1,audio_features,spotify:track:5YAP8zpqj1eIX88makBjDe
0.546,0.163,101.965,0.0763,0.146,0.00473,4,0.827,1,198032,-9.086,0.526,0,audio_features,spotify:track:5CR8jioIWEB0yaS4Ap2mz5
0.924,0.537,151.99,0.064,0.0271,3.32e-06,4,0.558,9,186827,-4.341,0.567,0,audio_features,spotify:track:2E43WFS4rRc09za2r2GmZl
0.525,0.0812,134.236,0.0585,0.228,2.2e-06,4,0.53,0,178958,-8.319,0.225,1,audio_features,spotify:track:6aPDvttLmezuUlv60ExTH9
0.858,0.0717,125.986,0.037,0.00321,0.00726,4,0.583,8,190240,-6.818,0.1,1,audio_features,spotify:track:1gJbFyxVnTF8RTGCLyQxCL
0.538,0.178,99.972,0.103,0.246,0.163,4,0.691,0,182668,-9.952,0.329,1,audio_features,spotify:track:1pBO9JDqh1y3TbCKEO1OvG
0.786,0.148,120.057,0.0491,0.0024,0.0,4,0.554,9,224064,-4.288,0.358,1,audio_features,spotify:track:4P1EGoXLWQ1YF6Nsmr1pfy
0.582,0.328,100.024,0.041,0.716,0.00117,4,0.64,1,213250,-9.529,0.085,1,audio_features,spotify:track:2jPQpbzZd90opXN0cBOspe
0.646,0.0905,188.009,0.433,0.233,0.0,4,0.76,8,178534,-5.048,0.625,0,audio_features,spotify:track:5qN1G8fSHq4Sv5FRoOkNGu
0.331,0.103,75.806,0.0484,0.832,1.89e-05,4,0.373,6,191120,-10.636,0.147,1,audio_features,spotify:track:6WpuEHo213DdSH99AT68UK
0.675,0.114,126.901,0.0725,0.631,6.23e-06,4,0.696,0,238067,-6.769,0.254,1,audio_features,spotify:track:6wkVmLTBedKaAoeSj4xP6J
0.812,0.179,162.874,0.0608,0.0108,0.0,4,0.608,1,186640,-8.628,0.442,1,audio_features,spotify:track:6ytzUb0K6dNScM4qksa7Fy
0.563,0.0851,98.031,0.0443,0.0399,0.0,4,0.823,6,225227,-5.095,0.682,1,audio_features,spotify:track:0k6DnZMLoEUH8NGD5zh2SE
0.827,0.0821,127.909,0.199,0.0654,0.00151,4,0.416,5,225040,-5.282,0.55,0,audio_features,spotify:track:1hDYcjBSsAShpTSekSyyzC
0.612,0.209,86.768,0.272,0.119,0.0,4,0.536,4,229040,-5.847,0.57,1,audio_features,spotify:track:7DFnq8FYhHMCylykf6ZCxA
0.842,0.155,124.119,0.0428,0.0127,0.0,4,0.71,6,189677,-3.156,0.761,1,audio_features,spotify:track:7p4zGB2Xj1hs7eoJU79YrV
0.648,0.298,151.035,0.0426,0.0551,3.61e-05,4,0.723,11,220067,-6.522,0.369,0,audio_features,spotify:track:3uYOVV9hpYLk6scE9xvAqt
0.735,0.13,145.556,0.0428,0.0014,0.000119,4,0.363,1,295890,-3.857,0.0721,1,audio_features,spotify:track:5ZzjNL4J31lqU853Un7T3f
0.963,0.294,138.009,0.0531,0.00897,0.00378,4,0.612,5,183519,-3.912,0.179,0,audio_features,spotify:track:2xkrujtSjZz7EKAYGbIIzH
0.747,0.362,75.028,0.122,0.0333,0.00112,4,0.667,9,209583,-6.665,0.59,0,audio_features,spotify:track:0jSvm9INXBdV6fzFbONmD7
0.931,0.0958,160.023,0.0621,0.00861,1.38e-06,4,0.536,4,213000,-4.02,0.354,0,audio_features,spotify:track:3aDYoxrAvryBhyAbQ0PE7S
0.656,0.0882,126.01,0.0259,0.0162,0.000501,4,0.715,5,205100,-6.154,0.423,1,audio_features,spotify:track:4uf9vttaZb5rehtxzrL4Dx
0.451,0.325,117.973,0.0585,0.0631,1.3e-05,4,0.735,0,245200,-8.374,0.0862,1,audio_features,spotify:track:6yIdwnpDHufLWgQcveTPMk
0.7,0.0939,124.944,0.0456,0.117,0.0,4,0.584,11,202747,-4.275,0.438,1,audio_features,spotify:track:0PDUDa38GO8lMxLCRc4lL1
0.437,0.106,180.043,0.039,0.101,1.27e-06,4,0.258,11,239000,-6.593,0.0967,0,audio_features,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv
0.591,0.164,121.873,0.0418,0.145,5.65e-06,4,0.652,11,261800,-7.274,0.274,0,audio_features,spotify:track:1ZemPoaj7LBj1RAQrb89EC
0.539,0.101,99.947,0.178,0.163,2.1e-06,4,0.833,11,149520,-7.399,0.385,0,audio_features,spotify:track:6MWtB6iiXyIwun0YzU6DFP
0.777,0.132,164.027,0.0834,0.139,0.0,4,0.569,4,246987,-4.041,0.181,0,audio_features,spotify:track:09IOPhEh1OMe0HD9b36FJk
0.419,0.111,98.983,0.0414,0.293,0.0,4,0.653,9,183640,-7.486,0.366,1,audio_features,spotify:track:2GUMnvJq9GUWH5d9XRgTeP
0.764,0.265,106.994,0.148,0.0129,7.63e-06,4,0.882,10,184013,-5.389,0.693,0,audio_features,spotify:track:4TZ1xAwR0kJNN20H6GW82h
0.673,0.103,131.92,0.0297,0.396,2.43e-06,4,0.589,7,255293,-6.006,0.344,0,audio_features,spotify:track:6cnnNriaO2ZQuBDZ3QOSlP
0.512,0.125,188.221,0.0324,0.198,0.0,3,0.271,4,248013,-6.878,0.223,1,audio_features,spotify:track:09zcQZ4zreM28YeOtMYebc
0.906,0.23,127.885,0.0528,0.0311,1.97e-06,4,0.508,5,232507,-2.183,0.708,1,audio_features,spotify:track:3kIqMP5hmPyn6hGYDvNvPt
0.842,0.101,139.781,0.0332,0.418,2.28e-06,4,0.487,6,208240,-2.509,0.425,0,audio_features,spotify:track:3JhllUTyXy2ceSTzNSErBC
0.706,0.0735,123.019,0.0326,0.301,0.0,4,0.625,9,258033,-4.604,0.273,1,audio_features,spotify:track:73kadnv7SduzhApfRUv5C0
0.898,0.173,96.556,0.0561,0.00783,0.0618,4,0.473,6,235547,-4.797,0.808,0,audio_features,spotify:track:4aVuWgvD0X63hcOCnZtNFA
0.61,0.102,94.384,0.0439,0.323,0.0,3,0.685,0,186467,-5.221,0.323,0,audio_features,spotify:track:4mCf3vQf7z0Yseo0RxAi3V
0.659,0.484,136.801,0.215,0.241,8.33e-06,4,0.639,8,234413,-7.273,0.457,1,audio_features,spotify:track:0zVMzJ37VQNFUNvdxxat2E
0.633,0.145,101.707,0.1,0.497,0.0,4,0.585,9,193067,-4.944,0.378,1,audio_features,spotify:track:5g6FCPU1r3C88vUsFtat16
0.537,0.115,112.864,0.0282,0.0875,9.05e-06,4,0.641,0,196188,-5.452,0.0681,0,audio_features,spotify:track:4Y0TtDriFlN3XZoQx6PYsu
0.887,0.0811,122.015,0.0361,0.016,0.000503,4,0.807,1,229184,-4.311,0.606,0,audio_features,spotify:track:5itOtNx0WxtJmi1TQ3RuRd
0.738,0.106,105.027,0.374,0.255,0.0,4,0.713,10,201200,-6.784,0.425,1,audio_features,spotify:track:79esEXlqqmq0GPz0xQSZTV
0.465,0.203,93.024,0.0273,0.834,0.0,4,0.518,0,229783,-5.903,0.302,1,audio_features,spotify:track:4zb3kFL9fXrrfTwIY4CcDy
0.596,0.133,100.121,0.117,0.56,0.0,4,0.534,6,190867,-6.653,0.324,0,audio_features,spotify:track:1h0yImRPIVAjhhHeNVlTuC
0.726,0.128,100.938,0.0344,0.0423,0.0,4,0.618,4,191071,-3.758,0.431,0,audio_features,spotify:track:42oDlc0uKug0m43EKnqqJV
0.697,0.464,89.214,0.469,0.0757,0.0,4,0.607,9,261307,-8.348,0.206,0,audio_features,spotify:track:3QFWe1dM5oUY0O1TTKapUS
0.864,0.375,149.945,0.0477,0.0215,0.0,4,0.572,2,178920,-4.098,0.26,0,audio_features,spotify:track:0NWQTyapmz4GuDTSN9xTB7
0.755,0.233,86.034,0.0419,0.0332,0.0,4,0.533,11,255907,-7.25,0.472,0,audio_features,spotify:track:4e6ZN0EcEqYx74BTC5xQzy
0.724,0.116,121.884,0.0839,0.0308,0.0,4,0.518,8,192731,-6.327,0.334,1,audio_features,spotify:track:6bolfjXj78EIQRB48C6QTc
0.482,0.0873,95.498,0.0333,0.202,0.0,4,0.84,6,243053,-7.116,0.957,0,audio_features,spotify:track:6q1qACcezH6eH77Xljh5QV
0.771,0.172,99.038,0.0563,0.291,5.62e-05,4,0.788,4,207853,-3.206,0.701,0,audio_features,spotify:track:6MJUCumnQsQEKbCy28tbCP
0.936,0.24,75.05,0.0455,0.00568,0.0,4,0.468,2,219800,-3.683,0.663,1,audio_features,spotify:track:14BH4qO7pgCmIe6mgLKOK3
0.687,0.244,150.086,0.079,0.227,0.0,3,0.557,11,198213,-5.719,0.312,0,audio_features,spotify:track:4IqpjoA1UfQ7FiJfMckYra
0.809,0.406,120.001,0.0504,0.00136,0.0,4,0.538,7,200480,-6.017,0.278,0,audio_features,spotify:track:0x4GHzCjY5MGQ960CHnVHz
0.311,0.0987,89.362,0.0369,0.872,0.0,4,0.361,2,212773,-11.748,0.323,0,audio_features,spotify:track:6nat4Z7iRKWVk1qngQqI0Q
0.752,0.0949,122.133,0.0496,0.0171,0.000107,4,0.619,5,195027,-4.22,0.462,0,audio_features,spotify:track:3g2738D4yQGvjZ4xupIr95
0.75,0.0618,99.997,0.0785,0.19,0.0,4,0.77,0,225600,-2.715,0.609,1,audio_features,spotify:track:08aYFNUTIOMGq93e2VSArQ
0.913,0.295,123.971,0.0579,0.00882,0.000183,4,0.575,0,200323,-3.831,0.266,1,audio_features,spotify:track:56yFJewuZr1kKfYu2O35nx
0.554,0.167,123.888,0.0769,0.0965,0.000866,4,0.639,11,193548,-12.265,0.327,1,audio_features,spotify:track:5WxtmHAcrDbghHVGupu18h
0.653,0.114,78.6,0.398,0.0135,0.0,4,0.421,9,175424,-4.85,0.733,0,audio_features,spotify:track:2QrXzOqLCVDRZHkToA0tSR
0.403,0.0836,101.018,0.0338,0.676,0.273,4,0.702,3,222813,-13.428,0.0716,1,audio_features,spotify:track:1OFMSWMwEiy5LJJCzzWknT
0.414,0.108,165.487,0.0476,0.611,0.00141,4,0.364,3,200964,-9.699,0.194,0,audio_features,spotify:track:4qN7kbLXrensXxrf5mp9ie
0.513,0.0836,87.426,0.0248,0.326,0.0572,4,0.462,0,255099,-11.05,0.23,1,audio_features,spotify:track:78zr1MlCMHyqdwTC1LcXRD
0.411,0.0955,79.785,0.0475,0.701,9.73e-05,4,0.546,2,218502,-9.308,0.528,1,audio_features,spotify:track:696vpg0aBvBxpZAuasmg15
0.467,0.158,88.977,0.0571,0.318,0.0,4,0.655,5,150470,-7.473,0.575,0,audio_features,spotify:track:1rwRQ8EfWU8XkXlWz0uH1F
0.366,0.117,110.064,0.0313,0.893,7.5e-05,4,0.419,9,197000,-9.134,0.289,1,audio_features,spotify:track:0DkoeRnJjVRrYUpIym350l
0.298,0.145,120.317,0.0548,0.77,0.0,4,0.49,9,203000,-11.953,0.155,0,audio_features,spotify:track:5e3ccldJKfWdL2G0ov3EYu
0.637,0.0833,77.67,0.276,0.322,0.0,1,0.376,10,204431,-6.701,0.438,0,audio_features,spotify:track:4SX4NUI58M3KhbalXxjwFC
0.456,0.213,90.032,0.0267,0.501,0.0,4,0.536,2,212760,-6.217,0.32,1,audio_features,spotify:track:5rkok5WSDPoQb9xKx5R61n
0.823,0.0966,166.019,0.0512,0.216,0.0,4,0.622,4,235213,-7.545,0.862,0,audio_features,spotify:track:10NXL88VOODNHVEtBHUN7d
0.329,0.0986,130.993,0.0274,0.22,0.0,4,0.574,1,237933,-6.829,0.356,1,audio_features,spotify:track:2afCBiru10AFckfOa49wIa
0.613,0.069,120.038,0.0592,0.0743,0.0,4,0.35,2,230655,-5.453,0.224,1,audio_features,spotify:track:0ihguwGVwKihJ1Nj8fGQlY
0.635,0.579,76.508,0.199,0.248,0.0,4,0.369,6,160000,-8.206,0.394,1,audio_features,spotify:track:1ZkZqd1Z3uccyOvC6RtSlK
0.723,0.197,123.997,0.0507,0.111,0.0,4,0.629,6,186774,-5.688,0.411,1,audio_features,spotify:track:6K2swk0eXo6QfTrRFbGKmV
0.51,0.156,151.024,0.0369,0.178,0.107,4,0.657,8,168664,-6.438,0.37,0,audio_features,spotify:track:0mnoeoS9UklYuKVbkwCkAX
0.746,0.0734,165.861,0.107,0.0177,0.00044,4,0.652,8,228118,-4.62,0.894,1,audio_features,spotify:track:6SzbbQUOx85hxpqsesoMfx
0.835,0.219,140.024,0.0447,0.00791,0.0,4,0.51,3,226747,-4.673,0.435,1,audio_features,spotify:track:11cDEev79fPKi6uJCjUhu8
0.653,0.119,129.986,0.0281,0.0171,0.000215,4,0.64,5,188615,-6.039,0.611,1,audio_features,spotify:track:6V0PPYLaQ5fCAPftwIgpuN
0.412,0.116,170.163,0.0402,0.737,0.0,3,0.483,7,203569,-8.461,0.247,1,audio_features,spotify:track:41zXlQxzTi6cGAjpOXyLYH
0.494,0.106,76.909,0.0368,0.554,0.0194,4,0.19,8,263493,-6.839,0.126,1,audio_features,spotify:track:7zXEY847TCQKZjk9CtiErN
0.439,0.0993,167.908,0.115,0.635,1.93e-05,4,0.54,10,209547,-8.591,0.371,1,audio_features,spotify:track:7vGGAJBkHKxKtOnGjQduDV
0.703,0.256,122.381,0.0753,0.222,0.0,4,0.657,1,214693,-3.402,0.338,1,audio_features,spotify:track:0Zx8khUcEfCFK2AEoIhC92
0.893,0.123,87.056,0.0403,0.0224,0.00142,4,0.587,7,225172,-2.508,0.0535,1,audio_features,spotify:track:6A5nHAuwsuanT3uEMAouxF
0.74,0.0924,148.043,0.0393,0.0001,0.00436,4,0.509,0,236440,-5.825,0.569,1,audio_features,spotify:track:76OJJyqgReUPDVOB7o2acJ
0.81,0.111,99.947,0.0465,0.413,0.0,4,0.595,7,177925,-3.665,0.482,1,audio_features,spotify:track:39P8VOo0DlQCb4n1g5b3Wp
0.802,0.387,119.25,0.0392,0.25,0.0,4,0.491,4,248907,-7.106,0.472,1,audio_features,spotify:track:77NNZQSqzLNqh2A9JhLRkg
0.761,0.145,122.035,0.178,0.0115,1.94e-05,4,0.647,10,213283,-4.897,0.548,1,audio_features,spotify:track:4P5pg21eYdjoNzZ5D5k7MS
0.358,0.0941,122.0,0.0322,0.837,5.93e-05,4,0.781,10,147627,-11.437,0.687,1,audio_features,spotify:track:5X7CVaSSf5LrLUm76wB9uF
0.895,0.0501,94.968,0.0589,0.165,0.0,4,0.792,1,201526,-3.112,0.794,0,audio_features,spotify:track:4QtiVmuA88tPQiCOHZuQ5b
0.937,0.815,150.242,0.0834,0.000811,6.37e-05,4,0.373,11,183773,-2.133,0.46,0,audio_features,spotify:track:7qrJKTyxjWDBpVofIYydTk
0.282,0.0981,79.776,0.0374,0.798,1.23e-06,4,0.699,7,159293,-7.65,0.359,1,audio_features,spotify:track:4z2XPrpHz1raJibarWFY7Z
0.915,0.842,99.983,0.0579,0.173,0.822,4,0.584,0,172320,-7.339,0.359,1,audio_features,spotify:track:6dPTv6lJStWDjdTSaOiNBV
0.356,0.1,114.805,0.0319,0.392,0.00129,3,0.625,2,199200,-9.044,0.325,1,audio_features,spotify:track:5IXk9TVBuxG87sFrwclBJw
0.493,0.133,97.012,0.0417,0.456,0.000463,4,0.849,1,175240,-4.1,0.447,0,audio_features,spotify:track:6Id5RM56PFn2hB4I0ox0WA
0.535,0.194,62.671,0.0288,0.348,0.000194,4,0.421,0,177293,-6.556,0.221,1,audio_features,spotify:track:3PPeqAc0fCfFdh8cUYShn6
0.279,0.0978,102.727,0.0372,0.868,1.25e-05,4,0.557,6,191280,-7.757,0.263,1,audio_features,spotify:track:378u8gf9qpJ4ZhxHEvrodl
0.56,0.168,146.41,0.0373,0.157,0.0,3,0.48,2,258547,-5.196,0.167,1,audio_features,spotify:track:1JcjOWpaQr2crUaJj2kRYQ
0.482,0.107,67.479,0.0251,0.0385,1.98e-05,4,0.565,7,86160,-6.621,0.342,1,audio_features,spotify:track:1YWY0dnutW2Zx61OPFyDLF
0.335,0.0979,109.908,0.0298,0.785,1.25e-06,4,0.45,7,281235,-7.464,0.25,1,audio_features,spotify:track:3DKpA54hrFIdPN6AtL9HXa
0.356,0.109,108.989,0.0287,0.712,2.04e-06,4,0.403,7,328016,-6.173,0.194,1,audio_features,spotify:track:54e5nUP7pHqVfaiCsq9FpW
0.544,0.0916,86.013,0.0593,0.0481,0.0,4,0.606,9,196800,-8.36,0.456,0,audio_features,spotify:track:5eRo6g2COIM4OE3UEHMA4g
0.502,0.764,129.976,0.0409,0.299,0.0,4,0.553,0,210200,-5.972,0.296,1,audio_features,spotify:track:2rbDhOo9Fh61Bbu23T2qCk
0.635,0.129,114.776,0.0431,0.0229,0.0,4,0.313,11,216176,-4.676,0.224,0,audio_features,spotify:track:2kP1ujXHn0mNqFbiT3zob8
0.539,0.254,125.646,0.037,0.0405,1.06e-05,4,0.403,10,211653,-6.987,0.332,1,audio_features,spotify:track:6QeJEhEoMNqsn2yhCvG3jc
0.701,0.392,120.932,0.0328,0.031,0.0,4,0.708,0,222097,-5.196,0.504,1,audio_features,spotify:track:0oTyoTKEKMdF3rXcOLyEfN
0.745,0.312,122.481,0.0537,0.327,0.0,4,0.536,1,188053,-7.695,0.5,1,audio_features,spotify:track:1KqquoEp6nWY1s46lwFoTF
0.596,0.11,123.969,0.0354,0.166,0.0,4,0.673,10,208567,-7.891,0.19,1,audio_features,spotify:track:3Kuu5vASpXK8oRsxOvau6P
0.467,0.0853,132.854,0.0302,0.662,0.0,4,0.518,0,173307,-6.184,0.386,1,audio_features,spotify:track:5WtfUKzXircvW8l5aaVZWT
0.823,0.0387,155.97,0.0486,0.135,0.0,4,0.661,11,198293,-4.95,0.768,1,audio_features,spotify:track:4LtufGlc9o8QtbFTp4Q37m
0.885,0.334,90.989,0.0815,0.0959,9.83e-05,4,0.566,8,232893,-4.527,0.307,1,audio_features,spotify:track:62ke5zFUJN6RvtXZgVH0F8
0.652,0.0713,111.642,0.0314,0.113,1.21e-06,4,0.75,8,238200,-4.973,0.452,1,audio_features,spotify:track:2oVGPRGihMZRFWnpMBh8PY
0.968,0.183,101.993,0.0503,0.0604,0.00102,4,0.573,4,188759,-3.717,0.165,0,audio_features,spotify:track:3hMVNsHKnApzCa6Lw6vlVj
0.489,0.117,78.145,0.0343,0.4,0.0,4,0.611,0,232200,-6.771,0.267,1,audio_features,spotify:track:4uzUuDjoufcBXYZ27CsLIF
0.275,0.212,100.024,0.0285,0.445,0.000634,4,0.518,9,270587,-11.614,0.107,0,audio_features,spotify:track:4MKO1xltVSQlMMZUfOMEA1
0.571,0.105,119.967,0.0278,0.275,0.000857,4,0.706,11,245000,-7.948,0.266,0,audio_features,spotify:track:6iJ7CVKrWkHeK1tDAopAPK
0.588,0.189,114.144,0.0312,0.507,0.152,4,0.422,0,173136,-7.553,0.219,1,audio_features,spotify:track:32Mnp4ECskuYcLMWoZedFZ
0.873,0.354,148.075,0.128,0.0244,0.0,4,0.746,7,222093,-3.803,0.817,1,audio_features,spotify:track:5iNRPN7oYQvdB9AmeSW6d3
0.716,0.112,184.131,0.167,0.3,0.00214,4,0.484,5,230027,-7.193,0.365,0,audio_features,spotify:track:13wNEvWmBsWaWVtiLPRIW5
0.735,0.169,113.923,0.0337,0.135,4.84e-05,4,0.324,10,241067,-4.054,0.169,1,audio_features,spotify:track:5rgnyXr2PXFWsAnPFew077
0.583,0.183,148.785,0.263,0.144,9.73e-05,4,0.601,8,208760,-5.725,0.32,0,audio_features,spotify:track:0DJBgBiYeSn6n1AXAkFVE8
0.652,0.193,97.017,0.143,0.177,0.0,4,0.856,1,219307,-5.324,0.471,1,audio_features,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA
0.554,0.158,126.694,0.326,0.28,0.0,4,0.629,1,242293,-6.759,0.308,1,audio_features,spotify:track:35cOyocq8Gb6UcT0NWeTwn
0.376,0.108,123.954,0.0386,0.555,0.00791,4,0.767,0,139604,-10.485,0.615,1,audio_features,spotify:track:4DPcp6xS12dhajIzkWiea6
0.656,0.213,100.049,0.0433,0.0211,1.37e-05,4,0.568,8,198160,-5.413,0.364,1,audio_features,spotify:track:4OafepJy2teCjYJbvFE60J
0.273,0.287,122.88,0.0365,0.888,0.00224,4,0.569,11,223221,-9.593,0.312,0,audio_features,spotify:track:1CVCYhHghSd9ZlBPimwGb9
0.856,0.276,153.066,0.0997,0.11,0.0,4,0.541,0,274600,-3.966,0.258,0,audio_features,spotify:track:3SxiAdI8dP9AaaEz1Z24mn
0.82,0.704,129.969,0.0475,0.179,0.0,4,0.768,7,213293,-4.63,0.625,0,audio_features,spotify:track:2V4bv1fNWfTcyRJKmej6Sj
0.355,0.11,98.232,0.0407,0.597,0.0,4,0.376,4,236413,-7.772,0.37,1,audio_features,spotify:track:4BokCZjL92n7h7Q1OaTGPf
0.724,0.05,110.025,0.0281,0.0401,0.0,4,0.709,11,215960,-4.986,0.615,0,audio_features,spotify:track:66eQL4ghCuYWdcqz50BPXF
0.886,0.0939,119.975,0.0377,0.065,0.0,4,0.759,11,186734,-4.008,0.786,1,audio_features,spotify:track:4DMdxBDv1hFxI3YQscbdQq
0.519,0.183,92.99,0.0362,0.116,0.0,4,0.758,0,176827,-5.832,0.417,0,audio_features,spotify:track:0BWx2N8CosqHVKkofenY3R
0.695,0.076,115.969,0.0384,0.0179,0.0,4,0.709,11,216080,-6.87,0.676,1,audio_features,spotify:track:3Ld2YbZ2zFKZ0SqBPjZNC4
0.423,0.112,137.044,0.044,0.799,0.0,4,0.555,0,202147,-6.232,0.257,1,audio_features,spotify:track:59JtQ8mThUAnRGValaExhc
0.521,0.12,147.848,0.0354,0.263,0.0,4,0.497,7,195800,-6.945,0.18,0,audio_features,spotify:track:3GKKCjidbffsVOECWr4eHV
0.685,0.106,102.014,0.0457,0.00473,8.76e-06,4,0.734,4,234356,-3.71,0.885,0,audio_features,spotify:track:4pVA0zv2M4lSN7w2hGq5wR
0.569,0.099,121.936,0.0584,0.0582,0.0,4,0.653,9,239520,-7.917,0.491,0,audio_features,spotify:track:1xV0oR5W2B7ra97ehvTeGs
0.435,0.161,127.11,0.291,0.104,0.0,4,0.493,6,188427,-10.158,0.418,0,audio_features,spotify:track:7n60awSOWpgzoojBnW4C2o
0.697,0.0803,123.136,0.225,0.0968,0.0,4,0.723,0,204000,-8.688,0.792,0,audio_features,spotify:track:6br0wmEiw4isdD3GhQ57vx
0.759,0.255,86.037,0.124,0.0756,0.0,4,0.694,2,175347,-5.231,0.777,0,audio_features,spotify:track:4cYFep5SECqb4EsSkF82e0
0.458,0.856,110.004,0.0561,0.257,0.000638,4,0.74,3,530843,-10.455,0.274,0,audio_features,spotify:track:5WoM2i48QDkHOLfKqrbeZL
0.717,0.183,101.968,0.0378,0.0884,0.0,4,0.629,7,242693,-6.714,0.315,0,audio_features,spotify:track:27qvbQ10N5uoqXvYT9MqZt
0.851,0.308,127.954,0.12,0.00114,0.00193,4,0.68,11,175427,-7.665,0.593,0,audio_features,spotify:track:7fWWbkok99Tvh8aly2Buox
0.77,0.145,104.012,0.0311,0.0998,0.000177,4,0.67,1,219587,-6.869,0.547,1,audio_features,spotify:track:5wSQ9gboq58WPdZwOuf953
0.697,0.126,130.014,0.0539,0.138,0.000717,4,0.724,11,194493,-6.594,0.961,0,audio_features,spotify:track:7ixCRBD0FZMRBeOBhTu2KD
0.639,0.0538,88.631,0.063,0.0706,0.0,4,0.595,7,174947,-7.433,0.488,0,audio_features,spotify:track:7fCYB4aKLTc8Yrrg491Ji6
0.738,0.218,86.862,0.105,0.0192,0.0,5,0.475,5,226880,-7.597,0.43,1,audio_features,spotify:track:5O5hJv98ck57p4zLAdphXA
0.784,0.152,147.91,0.0432,0.0122,0.0,4,0.525,7,183272,-4.147,0.557,0,audio_features,spotify:track:0xBIkG5w87D9BqtqnhoyHj
0.59,0.113,133.934,0.0315,0.00223,1.07e-06,4,0.567,9,243851,-5.314,0.405,0,audio_features,spotify:track:276CXzMvxmOi4fN4iBp74T
0.682,0.0872,112.05,0.191,0.207,0.0,4,0.822,5,215520,-7.129,0.659,1,audio_features,spotify:track:4Ta17fnqdJ3oDSv6QuAaCr
0.472,0.139,127.48,0.059,0.394,0.0,5,0.531,0,183041,-7.347,0.445,0,audio_features,spotify:track:0beQOSJ5aUkQky6XYlC8m6
0.75,0.396,146.223,0.0567,0.0125,0.00192,4,0.402,0,190330,-6.607,0.502,1,audio_features,spotify:track:09rj7jigutgAkveJGpSDBT
0.597,0.155,87.749,0.0309,0.285,0.0,4,0.758,0,181982,-5.564,0.679,1,audio_features,spotify:track:3eYWytXuX5jFZpbLVnE4es
0.426,0.0857,111.158,0.0303,0.256,0.00218,4,0.343,3,213350,-7.112,0.135,0,audio_features,spotify:track:4oxBuMPLQxQYVPYOdCOG77
0.243,0.147,126.063,0.0316,0.822,0.00225,4,0.494,5,268854,-9.083,0.0722,0,audio_features,spotify:track:4gVZhkcsZcwQ4mU1gEeXEO
0.658,0.109,144.933,0.0457,0.449,0.368,4,0.586,10,217120,-9.71,0.276,0,audio_features,spotify:track:1rwvcsAKtqUK4aNffC0nvU
0.321,0.0884,70.142,0.323,0.578,0.0,4,0.725,1,178640,-10.744,0.319,0,audio_features,spotify:track:14msK75pk3pA33pzPVNtBF
0.545,0.583,115.025,0.0333,0.228,0.136,4,0.66,6,217043,-7.246,0.0985,1,audio_features,spotify:track:38EBXfkOKldgnRHzLxEljm
0.889,0.733,134.88,0.0546,0.0947,1.62e-06,4,0.498,0,283360,-5.413,0.696,1,audio_features,spotify:track:15BQ7vEDv2LJuh8TxWIhtd
0.29,0.105,135.114,0.0298,0.901,0.0,4,0.508,10,236525,-7.846,0.287,1,audio_features,spotify:track:1LxlsAn1gECKoqLtOslshm
0.33,0.138,109.859,0.0373,0.831,2.62e-06,4,0.509,3,277483,-9.107,0.128,1,audio_features,spotify:track:6P96iNvvhscQktBDFiF9a9
0.303,0.109,72.025,0.0659,0.217,0.000217,4,0.671,1,235293,-10.873,0.306,0,audio_features,spotify:track:1F2VIrr9oh7MwkI3NyLtHJ
0.904,0.264,138.091,0.0507,0.331,0.0,4,0.598,4,198075,-2.293,0.503,1,audio_features,spotify:track:3gicyfiEVMGONgzygpWjNT
