energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.824,0.318,113.014,0.0836,0.0909,0.0411,4,0.713,0,250548,-5.585,0.398,1,audio_features,spotify:track:4Sd8YEW2FbCXvqTW3NV7N0
0.506,0.109,116.007,0.0317,0.0169,0.501,4,0.651,8,250507,-9.658,0.272,0,audio_features,spotify:track:3BegwwMQBKnGnKZebkHGHj
0.47,0.0931,76.406,0.128,0.268,0.0109,3,0.47,2,210293,-10.682,0.0715,0,audio_features,spotify:track:5nqJAP3hKBH0nM33RLujvK
0.684,0.157,125.06,0.0512,0.121,0.00503,4,0.661,6,199635,-6.611,0.371,1,audio_features,spotify:track:5boqkVlc0CWhfTjksnpc1X
0.744,0.106,101.991,0.0458,0.279,4.87e-06,4,0.603,0,209660,-5.724,0.605,1,audio_features,spotify:track:3AzvNvE3xpgelqmE5MRnbI
0.642,0.0929,105.885,0.0334,0.13,0.157,4,0.617,8,194013,-8.624,0.221,1,audio_features,spotify:track:6A8dnC0xkiuWN4BshmTB2I
0.6,0.141,100.051,0.0288,0.211,0.0,4,0.636,6,214827,-6.964,0.476,1,audio_features,spotify:track:4ODnJrz0C3AJ4DFv8YQhJ8
0.814,0.285,117.182,0.0438,0.0361,0.0,4,0.635,0,137052,-5.138,0.288,1,audio_features,spotify:track:6OMkimjoNIgu1vLiXJgbOA
0.575,0.252,117.999,0.0801,0.374,0.0,4,0.693,9,211362,-6.998,0.492,1,audio_features,spotify:track:14sOS5L36385FJ3OL8hew4
0.264,0.11,150.1,0.0372,0.265,0.000289,4,0.592,4,245667,-13.283,0.161,0,audio_features,spotify:track:6U0h8IG0EBpU2SiirhLV3m
0.632,0.131,127.754,0.0632,0.0585,2.73e-06,4,0.662,3,210427,-5.427,0.402,0,audio_features,spotify:track:45CPhDilfgK14IE7LbNvPh
0.857,0.358,124.987,0.0366,0.0012,0.0,4,0.613,1,182000,-5.492,0.664,0,audio_features,spotify:track:56ZrTFkANjeAMiS14njg4E
0.423,0.106,129.89,0.043,0.494,0.0,4,0.666,0,205280,-8.012,0.154,1,audio_features,spotify:track:7dZ1Odmx9jWIweQSatnRqo
0.712,0.172,92.186,0.0458,0.239,0.000302,4,0.599,7,223387,-7.316,0.721,1,audio_features,spotify:track:6oT5s4bAHOMM5cvt1v9Kzv
0.867,0.141,179.911,0.105,0.0161,0.0,3,0.395,0,254773,-5.805,0.557,1,audio_features,spotify:track:5YWHg9507fUXvtdSW3x6cF
0.451,0.0688,138.024,0.038,0.0562,6.5e-06,4,0.754,10,255413,-7.882,0.622,1,audio_features,spotify:track:554PnB96IltLzVlbinBstw
0.321,0.109,107.472,0.0317,0.8,0.0,1,0.294,9,229147,-11.251,0.0669,1,audio_features,spotify:track:5O31BTWa4XNFtE3zVgeCoh
0.506,0.691,127.849,0.0588,0.355,0.0,4,0.738,1,180467,-9.311,0.54,1,audio_features,spotify:track:6Xxvdy1m9TX9HTxOzQcfuV
0.437,0.105,166.882,0.0319,0.125,0.0,4,0.624,9,178000,-8.91,0.693,1,audio_features,spotify:track:52vpwwKa8qFP1WDIsky1xT
0.237,0.114,111.817,0.0322,0.569,0.0,4,0.636,0,139827,-8.233,0.213,1,audio_features,spotify:track:6vIi1fDLoB0cXdUqcZ6QRi
0.287,0.278,125.666,0.031,0.939,8.97e-06,4,0.44,11,220347,-9.141,0.162,1,audio_features,spotify:track:66NNT1W5yyArVLuxOnc5Zi
0.628,0.0617,97.012,0.0473,0.0212,0.0,4,0.716,5,195261,-6.231,0.688,0,audio_features,spotify:track:2xw9PXlt8IaCWZjfpJ2HPL
0.218,0.086,119.673,0.0349,0.894,0.0,4,0.567,6,269627,-7.127,0.162,1,audio_features,spotify:track:536LtAJlONCorMQe539cKy
0.662,0.111,90.011,0.0325,0.000479,0.00142,4,0.634,6,210933,-7.543,0.244,1,audio_features,spotify:track:2bzitsPcImYC6DZWvvLCQi
0.858,0.0578,99.928,0.0547,0.0035,0.00239,4,0.47,8,154173,-5.686,0.397,1,audio_features,spotify:track:4BNBfgSjKSVTagFBvtst7s
0.693,0.11,89.769,0.0396,0.0134,0.336,4,0.438,9,248547,-7.678,0.184,0,audio_features,spotify:track:3SvIbcr7uvjRp5PuPN47eo
0.843,0.106,173.827,0.121,0.0519,0.0,3,0.42,9,206960,-4.231,0.491,0,audio_features,spotify:track:7iM7Zkf3uFQWE4IbjwYoN0
0.481,0.102,79.086,0.0289,0.142,1.15e-06,3,0.509,0,305093,-6.778,0.295,1,audio_features,spotify:track:6r64PMqq9VxnT0Xr3439uH
0.604,0.0836,76.514,0.0434,0.0327,0.0,4,0.551,2,222173,-7.448,0.18,1,audio_features,spotify:track:5rMea4Gu5db0qb1c6TfGIh
0.593,0.111,76.018,0.0252,0.055,0.0401,4,0.516,0,254840,-5.09,0.53,1,audio_features,spotify:track:3guDGLhRp45ZzWDP6nGKDL
0.429,0.138,158.931,0.0832,0.262,0.000827,3,0.346,8,260867,-12.187,0.0885,1,audio_features,spotify:track:6YaC65M3ujeROidG3b09J0
0.66,0.0943,143.554,0.0308,0.312,0.000307,4,0.388,11,230507,-7.372,0.401,1,audio_features,spotify:track:429EttO8gs0bDo2SQfUNSm
0.664,0.0901,155.125,0.121,0.0836,0.0,4,0.428,1,190400,-6.769,0.345,1,audio_features,spotify:track:15lxyyfUIcs7Ztuilbl01M
0.274,0.0658,84.549,0.0413,0.956,0.0112,4,0.368,1,270000,-14.878,0.0459,1,audio_features,spotify:track:3ORwo6sqsEbUoP3RN79nhe
0.412,0.0939,137.916,0.0453,0.258,0.0,4,0.419,7,244054,-10.384,0.094,1,audio_features,spotify:track:3kWYYmYKM35SiZjlDLvkbC
0.338,0.124,120.436,0.035,0.515,9.26e-06,4,0.529,8,273880,-8.608,0.111,1,audio_features,spotify:track:2AwPXDmMeUJGt2Ro5Ea10G
0.676,0.117,142.929,0.0498,0.608,4.86e-05,5,0.395,0,283467,-5.46,0.315,1,audio_features,spotify:track:0bkW98npv8EsWQ2fXFzK56
0.846,0.306,150.629,0.14,0.0193,5.55e-06,4,0.598,9,164417,-6.19,0.815,1,audio_features,spotify:track:3EMUi8cKpbGYB7SjOCXiHS
0.787,0.13,111.091,0.0351,0.465,0.759,4,0.478,4,241706,-8.004,0.416,1,audio_features,spotify:track:1rP0i0H2YuOFBpQ9WUZY4U
0.418,0.11,132.404,0.0312,0.505,0.00416,4,0.48,11,294000,-9.622,0.319,0,audio_features,spotify:track:5fQa04cwDF11Giq5N2tGdU
0.633,0.201,156.002,0.0509,0.245,0.0,4,0.485,1,222907,-6.59,0.291,0,audio_features,spotify:track:7siD4wJRiNcC4680aiqOZg
0.684,0.102,116.048,0.246,0.0885,0.000824,4,0.939,7,165390,-9.311,0.557,1,audio_features,spotify:track:2noogK5BqMh9oEOpNQlkLC
0.62,0.179,129.934,0.0929,0.0829,0.0,4,0.741,8,216347,-7.118,0.571,1,audio_features,spotify:track:1uFrN9rPz3BuOZ9OSIYHno
0.691,0.164,125.204,0.0428,0.0135,5.75e-05,4,0.333,6,165000,-5.224,0.341,0,audio_features,spotify:track:09QyGlxA0Ja6D1dGIjl55c
0.686,0.14,94.806,0.116,0.0404,0.0,4,0.533,7,228333,-7.146,0.659,0,audio_features,spotify:track:3bq7OUp0fpAn6v4mr9LwjB
0.878,0.08,109.984,0.0911,0.209,0.0581,4,0.7,0,242640,-7.556,0.858,1,audio_features,spotify:track:0r6QlADgLB3GWvr7joQcEU
0.642,0.189,135.048,0.0908,0.0862,0.0,4,0.588,1,191813,-7.669,0.564,0,audio_features,spotify:track:23nC4IKZ6dIy1woGy6kJNM
0.787,0.0746,111.979,0.0827,0.0135,0.00103,4,0.666,7,263480,-6.528,0.447,1,audio_features,spotify:track:5G7bIWVGc37gKwqr7UyAPt
0.95,0.498,107.978,0.241,0.0211,4.18e-05,4,0.336,0,232480,-7.264,0.296,1,audio_features,spotify:track:5m5zBYqBL1Xc2CvSG5VKIv
0.661,0.08,150.043,0.0573,0.405,0.0,4,0.575,4,241520,-8.701,0.146,1,audio_features,spotify:track:1gDuC6uyAI8pw9pnEm97qk
0.263,0.115,105.96,0.039,0.837,0.0,4,0.597,2,200347,-10.551,0.264,0,audio_features,spotify:track:03xXHimO2olnu8ni3PaRn5
0.668,0.116,80.033,0.0302,0.255,0.0,4,0.566,8,242453,-4.801,0.517,1,audio_features,spotify:track:2O8G0PptQBZxHINoOdo3vH
0.755,0.0951,145.003,0.0343,0.397,2.28e-05,4,0.693,8,200787,-8.907,0.426,1,audio_features,spotify:track:05ugnLK2aV5n9NGLKyVvsV
0.721,0.0753,88.003,0.0526,0.102,1.55e-06,4,0.694,9,204373,-7.706,0.231,0,audio_features,spotify:track:5LJDcKxftBY9Jk40OquqWe
0.369,0.415,129.698,0.0296,0.319,0.0,4,0.46,8,150720,-8.786,0.396,1,audio_features,spotify:track:1MVFS9d5Wt48uIyZ6sz3hT
0.78,0.274,93.042,0.0512,0.0687,0.0,4,0.659,0,236640,-6.027,0.683,0,audio_features,spotify:track:3frcIa1uil23bY0gYrsItT
0.678,0.153,126.057,0.0741,0.0418,0.0,4,0.685,11,158000,-7.812,0.713,1,audio_features,spotify:track:3C2YL52GQxDy3qPjnPFeQj
0.726,0.113,100.0,0.033,0.00133,0.0104,4,0.602,0,221400,-7.579,0.439,1,audio_features,spotify:track:2OJxGiEo7sSu18jxumanFD
0.627,0.122,134.977,0.0398,0.0853,0.0,4,0.451,0,225280,-8.282,0.375,0,audio_features,spotify:track:1KGjqi6CAGWGwnhuxMBivb
0.868,0.118,87.971,0.0883,0.0502,7.22e-06,4,0.604,0,208613,-6.157,0.181,1,audio_features,spotify:track:0wIhfomqeEm2Uq3EBNMuWa
0.785,0.164,160.033,0.271,0.0131,0.0,4,0.706,2,264853,-6.475,0.377,1,audio_features,spotify:track:62GXGpd73vslqIBHq8XqOx
0.51,0.0681,105.025,0.0281,0.364,0.0002,3,0.581,11,257593,-10.213,0.412,1,audio_features,spotify:track:0juh47aT0MNxGRsxuIogn9
0.791,0.405,95.006,0.0723,0.321,2.51e-06,4,0.683,5,224907,-7.69,0.453,1,audio_features,spotify:track:3ZqIhBa1ArLhkDrMOQfUNa
0.445,0.111,88.866,0.0292,0.163,0.000475,4,0.503,8,225227,-7.624,0.382,1,audio_features,spotify:track:3kR1DF3AAFCzOtzMIErJ4H
0.904,0.064,82.014,0.0618,0.193,0.0,4,0.579,5,190947,-2.729,0.681,1,audio_features,spotify:track:1rqqCSm0Qe4I9rUvWncaom
0.046,0.0861,95.905,0.0383,0.811,0.935,3,0.124,9,246138,-23.476,0.0385,0,audio_features,spotify:track:4Fx2a44W3JYyhS1x2UVmVE
0.755,0.155,128.038,0.0478,0.0645,0.0,4,0.608,0,180820,-4.197,0.663,1,audio_features,spotify:track:1uGHaW5WOyQUSR1oNKAydC
0.835,0.397,115.03,0.0407,0.00104,0.0,4,0.652,2,196638,-5.258,0.343,0,audio_features,spotify:track:5BME6rXk3N5uE1a1vxfW2z
0.643,0.104,107.005,0.0321,0.0325,0.000823,4,0.695,5,200760,-5.081,0.376,0,audio_features,spotify:track:6p2l8mki7sBTvF89R3tcBj
0.749,0.0813,130.093,0.058,0.0037,0.0,4,0.588,11,174600,-4.323,0.397,0,audio_features,spotify:track:74vs7PD7iG2GnWUGnb8Yuq
0.645,0.485,143.78,0.114,0.185,0.0,4,0.54,7,214750,-7.487,0.548,1,audio_features,spotify:track:6B6ZmZ5VMRCxIiDPO7ar77
0.848,0.256,108.038,0.0333,0.0092,4.85e-06,4,0.58,11,181536,-3.745,0.57,1,audio_features,spotify:track:5m9dJd4XbctBuEcdhh87Ru
0.828,0.104,89.992,0.0336,0.0175,9.5e-06,4,0.483,1,204627,-5.293,0.426,1,audio_features,spotify:track:5gAC4dyUhRY9ibLg7ePZ39
0.587,0.158,156.006,0.0348,0.654,8.83e-05,4,0.43,9,232520,-8.003,0.332,1,audio_features,spotify:track:0My8NPmENHrN5W7OfgZnZJ
0.758,0.167,154.919,0.0485,0.00389,0.0,4,0.389,0,218933,-5.662,0.318,1,audio_features,spotify:track:1DIg9155AY65dpR5Lf5Vg4
0.499,0.131,118.059,0.0403,0.416,0.0,4,0.531,0,253240,-8.793,0.182,1,audio_features,spotify:track:1bb9eogTs9f8FrxlQ8Rvr2
0.379,0.0969,82.531,0.331,0.213,0.00175,4,0.776,9,179016,-9.351,0.346,0,audio_features,spotify:track:7uX3gufAoBVqKVoD3dBLLD
0.552,0.147,75.235,0.196,0.479,0.127,4,0.697,1,180567,-10.271,0.278,0,audio_features,spotify:track:6vsV4D8BM6PioRr1UOx0n2
0.59,0.15,137.838,0.0362,0.694,2.32e-06,4,0.61,11,217400,-7.325,0.352,0,audio_features,spotify:track:0vMI3AJPQMjytAu8XMWr65
0.267,0.128,115.117,0.0308,0.935,5.58e-05,3,0.494,0,240400,-11.54,0.166,1,audio_features,spotify:track:5Iy1wdO0tMaHwKnfFYtlel
0.267,0.0881,152.207,0.0354,0.941,0.000155,4,0.377,2,211805,-13.29,0.345,1,audio_features,spotify:track:2YVK7RkwslK62gTCWboDPM
0.292,0.121,118.007,0.0313,0.698,9.86e-06,4,0.623,7,210925,-12.26,0.161,0,audio_features,spotify:track:6AQ3guMjWgetjRpQASwrE5
0.502,0.124,103.987,0.0302,0.665,0.165,4,0.644,1,201196,-9.374,0.159,0,audio_features,spotify:track:03KisebN9LuPAchPJm32M8
0.488,0.133,75.761,0.0354,0.396,1.44e-05,4,0.536,9,208689,-5.752,0.382,1,audio_features,spotify:track:0LMgOEJZ5KmNmqcYv22bpJ
0.224,0.112,85.728,0.0391,0.948,0.0,5,0.426,6,230480,-8.683,0.399,1,audio_features,spotify:track:1fF9w1hapJKALsOQ6yTcxg
0.714,0.0827,109.021,0.0408,0.00795,0.0,4,0.678,0,216080,-4.924,0.307,1,audio_features,spotify:track:1IX3aarIbfNW3t2geL0YnL
0.796,0.0948,108.854,0.122,0.0188,0.0,4,0.654,2,178583,-4.761,0.491,0,audio_features,spotify:track:6oVGIxnuwcwZspPEYk2Yb3
0.868,0.0584,110.127,0.0908,0.011,0.0,4,0.532,3,187958,-4.23,0.529,0,audio_features,spotify:track:3R91ySVDSOjcxpW5PZF394
0.572,0.26,113.02,0.0745,0.0244,0.0,4,0.715,7,205720,-6.853,0.429,1,audio_features,spotify:track:1Oc6LH83W9huJq6u4ZcWIH
0.691,0.0619,92.082,0.123,0.0788,0.000132,4,0.572,8,211818,-4.783,0.318,0,audio_features,spotify:track:6Z3aekpUm3ZvWRe766Y0gQ
0.862,0.0814,123.994,0.11,0.037,2.19e-05,4,0.791,9,214847,-3.24,0.592,0,audio_features,spotify:track:7ef4DlsgrMEH11cDZd32M6
0.67,0.338,118.159,0.0473,0.0104,3.33e-06,4,0.588,0,238173,-6.439,0.505,1,audio_features,spotify:track:5N4erncE7kuUccm7zEmwzk
0.802,0.338,170.117,0.0471,0.000144,0.000769,5,0.501,7,229587,-4.25,0.239,1,audio_features,spotify:track:5CVSVJRkq4bVVIAn655cOi
0.855,0.156,79.44,0.0766,0.08,0.0,1,0.281,4,212640,-4.782,0.233,1,audio_features,spotify:track:0vagXiYvSqs1d00EzODAKp
0.801,0.128,128.011,0.0296,0.403,0.0,4,0.753,4,203467,-3.215,0.794,1,audio_features,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB
0.72,0.109,163.99,0.124,0.192,0.000386,4,0.743,11,209423,-3.753,0.519,1,audio_features,spotify:track:71vsEyBd4X1D5BUmLdFSVH
0.741,0.287,88.999,0.041,0.0132,0.0,4,0.636,11,225218,-5.436,0.53,0,audio_features,spotify:track:3qRHCvn70YpVFFkx3lrAYf
0.615,0.0686,131.092,0.0441,0.163,0.0,4,0.668,0,210564,-5.078,0.231,1,audio_features,spotify:track:3oYTZa4MFZLQQMEjDqveWR
0.624,0.0513,117.959,0.0488,0.158,0.0,4,0.855,1,180757,-4.093,0.962,1,audio_features,spotify:track:4c2W3VKsOFoIg2SFaO6DY5
0.787,0.157,113.0,0.0331,0.0167,0.0,4,0.541,2,245453,-4.618,0.2,0,audio_features,spotify:track:66xn6tB8s3l8uhj02OGneE
0.797,0.104,106.93,0.0596,0.0364,0.0,4,0.628,11,215064,-3.953,0.321,0,audio_features,spotify:track:7EI6Iki24tBHAMxtb4xQN2
0.69,0.104,94.028,0.0524,0.0164,0.0,4,0.728,8,221153,-4.344,0.415,0,audio_features,spotify:track:1YNQscOx6OqBQjxgJVhEeW
0.854,0.0773,94.419,0.198,0.288,0.0,4,0.531,10,190000,-3.149,0.456,1,audio_features,spotify:track:6xtcFXSo8H9BZN637BMVKS
0.641,0.102,107.032,0.141,0.172,2.03e-06,4,0.779,1,217613,-4.912,0.638,0,audio_features,spotify:track:3pSfoP1xZllxEuZ6Oh6ebn
0.362,0.142,146.104,0.0339,0.28,2.03e-06,4,0.363,5,221973,-8.516,0.179,1,audio_features,spotify:track:2yoaXLItTfWNpdFFpdF3Ti
0.577,0.195,107.0,0.0274,0.613,0.0013,4,0.676,9,262680,-7.82,0.49,0,audio_features,spotify:track:3MZ7TxuXNnwYXm2KZGap5g
0.251,0.231,74.545,0.0366,0.761,7.99e-05,4,0.335,1,288773,-9.337,0.156,1,audio_features,spotify:track:51oY1LQDglBFja1LJnqZqT
0.762,0.0814,100.021,0.0635,0.151,6.87e-06,4,0.661,0,298360,-6.753,0.399,1,audio_features,spotify:track:4MuoE4t1lp2Nkg7b2218Dr
0.0877,0.137,68.991,0.0382,0.805,2.9e-05,4,0.254,6,281440,-9.996,0.0907,1,audio_features,spotify:track:1tpkN6z0Zd3wphAd3DASDX
0.292,0.396,88.744,0.154,0.919,3.32e-06,4,0.401,0,149120,-8.414,0.299,1,audio_features,spotify:track:47a7Hn4fFE4mHgVJF19CO1
0.348,0.12,74.541,0.0316,0.726,0.0,4,0.349,3,246587,-6.142,0.0886,1,audio_features,spotify:track:0HZhYMZOcUzZKSFwPOti6m
0.573,0.0974,147.229,0.0303,0.495,3.58e-05,4,0.458,10,220373,-8.38,0.206,1,audio_features,spotify:track:4Qsbh3hrrJLul6FAlNlHQz
0.766,0.146,94.973,0.054,0.0557,0.00107,4,0.687,11,199231,-6.08,0.303,1,audio_features,spotify:track:3d0j5Tkx2Yum7FhMvJZe85
0.636,0.101,101.979,0.0549,0.281,0.0123,4,0.666,1,220726,-8.914,0.379,1,audio_features,spotify:track:4901o3GUgSwRzzEKHCNW90
0.634,0.0944,103.951,0.0329,0.144,0.0047,4,0.75,8,203147,-5.255,0.406,0,audio_features,spotify:track:5ASacvNO76BB7Dxtp74qqz
0.617,0.126,147.891,0.374,0.393,0.0,4,0.712,3,226413,-7.144,0.477,0,audio_features,spotify:track:0JOJx8jx0dWZk33MsvRZrB
0.609,0.068,113.0,0.058,0.309,0.00376,4,0.881,3,185907,-7.827,0.799,0,audio_features,spotify:track:4y8L7F837jo9eE2LG3TRGA
0.751,0.0969,100.016,0.063,0.04,1.55e-05,4,0.77,3,227400,-5.76,0.43,0,audio_features,spotify:track:3GuxQ2HWNUmzrrfbPGNIrO
0.849,0.223,100.038,0.0792,0.505,3.11e-05,4,0.722,2,190933,-6.953,0.677,0,audio_features,spotify:track:2t6aqeXvLJ6ewrxFLcviOS
0.625,0.109,132.068,0.269,0.331,6.23e-06,4,0.827,11,163987,-5.996,0.587,0,audio_features,spotify:track:2ICdvchXmDh5mdLyyL2opB
0.653,0.117,120.056,0.0873,0.51,0.0,3,0.566,5,197053,-6.349,0.72,0,audio_features,spotify:track:7vaHVmMKvajDN4IwtNslnI
0.522,0.157,152.05,0.0967,0.317,3.56e-06,4,0.714,2,204387,-9.082,0.444,0,audio_features,spotify:track:1SDxPQJVwt6esptbCMm5Ga
0.674,0.275,127.931,0.43,0.0314,0.0,5,0.648,1,213040,-6.091,0.619,0,audio_features,spotify:track:7eLswMjAWPbvG5gS6AWuWl
0.763,0.0787,119.91,0.122,0.362,0.0,4,0.802,0,192000,-5.209,0.727,0,audio_features,spotify:track:1J36AN2Rkmd9HUY4VpIZdf
0.661,0.0554,109.01,0.0486,0.221,5.9e-05,4,0.822,1,197853,-6.928,0.745,0,audio_features,spotify:track:2o77aVmF5VnuEkD5kNtu67
0.812,0.0264,103.023,0.0598,0.0125,0.00233,4,0.777,2,185105,-3.206,0.283,0,audio_features,spotify:track:2JVbZEpewmqNlSzmXJTx2E
0.722,0.0746,115.03,0.038,0.00584,0.00104,4,0.755,7,233726,-6.097,0.133,1,audio_features,spotify:track:3fJaqjV813edLN5wrxUPkc
0.948,0.0505,174.975,0.0886,0.000667,0.103,4,0.556,6,250667,-5.522,0.505,1,audio_features,spotify:track:1KNWLV6YchpDzqxkrb7AnC
0.993,0.129,175.082,0.0527,0.456,0.688,4,0.584,5,289371,1.634,0.36,0,audio_features,spotify:track:1Mze7crzF9BWo82DiAsmjj
0.882,0.294,128.016,0.0595,0.00777,0.00771,4,0.71,4,232800,-2.932,0.875,0,audio_features,spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz
0.893,0.0371,122.056,0.0384,0.0435,3.19e-05,4,0.741,0,185846,-2.549,0.733,0,audio_features,spotify:track:5Xc74Dn1ZKH6H8XaVGOHXG
0.804,0.129,133.964,0.0637,0.000576,0.000509,4,0.542,4,236648,-4.621,0.316,1,audio_features,spotify:track:5b9FRMhGHLmc1kl05asZcS
0.813,0.188,139.886,0.0566,0.1,0.0,4,0.458,11,235147,-2.697,0.314,1,audio_features,spotify:track:0rpnSIotQOL1vz4g6xs7id
0.605,0.129,125.919,0.0327,0.774,0.0,4,0.597,0,228893,-3.431,0.517,1,audio_features,spotify:track:6JDyISdVGLeLgzI0HK0oz3
0.868,0.158,152.95,0.154,0.0109,0.0,4,0.37,11,225573,-3.308,0.291,1,audio_features,spotify:track:1VqmEOKrIBxNbnvMaTfssE
0.625,0.121,120.103,0.0482,0.349,0.0,4,0.519,10,203187,-5.909,0.21,1,audio_features,spotify:track:65gLJGey4u4KFFqoC5fzFJ
0.534,0.101,185.879,0.0571,0.00177,0.00065,4,0.482,9,213717,-6.86,0.099,1,audio_features,spotify:track:1eWncCSl6jiTO88bEUgCZ1
0.151,0.139,68.787,0.0634,0.869,1.82e-06,4,0.215,8,221480,-11.903,0.155,1,audio_features,spotify:track:3qjWimDJzCmj7YnlBLZNGH
0.843,0.0708,97.969,0.0427,0.0302,0.0,4,0.442,11,241227,-4.75,0.493,0,audio_features,spotify:track:4Iaq8SXTkojGc2Sy1suAT2
0.941,0.397,94.056,0.0551,0.00818,2.37e-06,4,0.527,6,214880,-3.376,0.44,1,audio_features,spotify:track:3UeqLusnW9BgfXht92y6sd
0.84,0.0854,114.979,0.0477,0.107,0.0,4,0.51,0,225920,-3.343,0.314,1,audio_features,spotify:track:1H33wNKihn8zcTexnwUoJ6
0.533,0.235,122.262,0.0472,0.475,0.00153,4,0.599,9,228467,-14.032,0.607,0,audio_features,spotify:track:336ZYcU6poBWi3s8yzRcAD
0.771,0.12,155.988,0.0383,0.0514,0.0174,4,0.432,0,238240,-6.37,0.373,1,audio_features,spotify:track:4x0wdP2Kux6GYj2bAWHyO9
0.897,0.116,150.185,0.0542,0.0276,0.65,4,0.291,2,192960,-2.32,0.555,0,audio_features,spotify:track:6vTtMyCg96xwpoIBws9K0Q
0.551,0.0852,103.058,0.0331,0.157,7.93e-06,4,0.652,9,216931,-6.711,0.0823,1,audio_features,spotify:track:0kjt69t3iDZBPSKO9tRL8L
0.809,0.0804,101.965,0.0876,0.208,0.0013,4,0.73,5,171093,-6.406,0.825,0,audio_features,spotify:track:2C2TGgFzrTRIOdQS1vUN5h
0.743,0.115,108.077,0.0464,0.038,0.0,4,0.632,1,169597,-6.761,0.357,1,audio_features,spotify:track:62VpKdGyA7OIyUCj3a3LPU
0.763,0.193,126.924,0.0781,0.2,5.53e-06,4,0.612,9,204185,-3.278,0.362,0,audio_features,spotify:track:0ACfTkwX7aaTOxq7EeRrPm
0.744,0.283,123.003,0.0586,0.0597,1.31e-05,4,0.698,5,210602,-3.604,0.407,0,audio_features,spotify:track:2mCLMdr0J2yBgPSL2gFVxc
0.72,0.826,164.109,0.0562,0.00423,0.0,4,0.543,1,204387,-4.996,0.524,1,audio_features,spotify:track:54dzxNvKBJBzNYvMK8DAve
0.863,0.687,99.952,0.0353,0.00208,0.0284,4,0.536,11,385613,-4.138,0.408,0,audio_features,spotify:track:3IZHVAii8UUgqI8sbeCdFz
0.865,0.363,133.997,0.0389,0.0252,0.0,4,0.544,8,203208,-3.297,0.748,0,audio_features,spotify:track:0TeRQdoBuzG0S21QM5tHaX
0.713,0.34,109.99,0.0368,0.0337,0.0033,4,0.572,4,215647,-6.146,0.608,0,audio_features,spotify:track:4D2rEIyYw0meeh8AOXqfxK
0.836,0.0624,150.028,0.0735,0.00778,0.0,4,0.557,9,177656,-5.479,0.915,1,audio_features,spotify:track:16nIdWPjwoNTkADzm6nwBb
0.925,0.284,101.984,0.0406,0.00327,0.000399,4,0.544,9,166792,-3.828,0.789,0,audio_features,spotify:track:7H5WVBQdSnJ1zmu8JoD6pg
0.882,0.188,123.985,0.046,0.0166,2.97e-06,4,0.493,11,222489,-5.37,0.685,1,audio_features,spotify:track:5pVbLYTdihSKd8Kylfhwa7
0.747,0.185,122.531,0.0428,0.141,0.0,4,0.669,6,242440,-7.108,0.483,1,audio_features,spotify:track:6splO3UF8hSmK33y5fJTNk
0.844,0.525,145.007,0.0669,0.00295,4.78e-05,4,0.662,8,205760,-5.495,0.763,1,audio_features,spotify:track:3D1rlKmZdpYUeMtRRLNawc
0.453,0.13,84.815,0.0369,0.453,0.000995,4,0.624,6,242036,-9.184,0.272,0,audio_features,spotify:track:5OA7eJqztQr6G6Xzo6eu55
0.471,0.131,81.204,0.0277,0.193,1.76e-06,4,0.477,6,304787,-10.036,0.423,1,audio_features,spotify:track:1JLn8RhQzHz3qDqsChcmBl
0.732,0.0503,120.048,0.0498,0.0196,0.0,4,0.75,5,173120,-4.811,0.527,1,audio_features,spotify:track:0r6Hh3WgVTNNNdMQG0Yw3b
0.864,0.131,123.022,0.041,0.00349,2.2e-05,4,0.625,1,191000,-3.942,0.115,0,audio_features,spotify:track:6Yk4HTvs1Ww41l4c7iyBlH
0.486,0.111,128.038,0.0311,0.0129,0.0,4,0.414,6,230762,-6.431,0.368,0,audio_features,spotify:track:4ut5G4rgB1ClpMTMfjoIuy
0.906,0.25,125.992,0.0444,0.0673,3.92e-05,4,0.582,2,170952,-4.455,0.472,1,audio_features,spotify:track:1bs1wfAy1jmIFm5sxB6bLE
0.877,0.21,108.019,0.0344,0.0638,0.0,4,0.67,2,194200,-2.69,0.758,1,audio_features,spotify:track:6otbANblgEJQW8A4S0rD9B
0.827,0.16,120.007,0.045,0.0751,1.47e-06,4,0.741,2,188495,-5.209,0.603,1,audio_features,spotify:track:2W5cX1DB5dTJm9zM4GNU6j
0.586,0.222,195.884,0.259,0.391,0.0,4,0.611,8,249240,-6.785,0.732,0,audio_features,spotify:track:14hLSMLJ86sHRklJ62tH58
0.84,0.227,133.489,0.185,0.193,0.000303,4,0.617,2,192670,-5.249,0.731,1,audio_features,spotify:track:4T9Wxi0z2QaFu6fYhrZjCM
0.309,0.324,129.463,0.0551,0.662,0.0025,4,0.555,1,201087,-10.579,0.296,0,audio_features,spotify:track:1fipr5ULS5FuqeySorsqLq
0.419,0.11,84.082,0.0388,0.55,0.000195,4,0.414,0,172724,-6.431,0.18,1,audio_features,spotify:track:2whoe0pPKh4JRn6eWSIqTV
0.256,0.104,141.634,0.038,0.947,3.72e-06,4,0.445,4,188377,-8.726,0.396,1,audio_features,spotify:track:0Qat527YoBrS530u1dygjz
